
filter 0
-0.039062,-0.066406,-0.078125,0.011719,0.027344,-0.031250,-0.089844,-0.074219,0.070312,0.054688,-0.039062,-0.062500,-0.015625,0.085938,0.050781,-0.019531,-0.003906,-0.007812,0.046875,0.023438,-0.007812,0.000000,0.007812,0.035156,0.015625,
0.011719,0.015625,-0.015625,-0.011719,0.000000,-0.007812,-0.027344,0.000000,0.031250,0.027344,0.007812,0.042969,0.046875,0.031250,0.000000,0.003906,0.003906,0.000000,0.003906,-0.007812,-0.011719,-0.003906,-0.003906,-0.003906,-0.007812,
-0.011719,-0.015625,-0.062500,-0.019531,0.011719,-0.042969,-0.070312,-0.039062,0.042969,0.015625,-0.027344,0.007812,0.070312,0.050781,0.011719,0.011719,0.019531,0.015625,0.015625,0.003906,0.000000,0.011719,0.003906,0.003906,-0.011719,
0.000000,0.027344,0.031250,0.003906,-0.023438,0.015625,0.023438,0.019531,-0.003906,-0.023438,-0.003906,0.019531,0.007812,-0.035156,-0.042969,-0.015625,0.000000,-0.011719,-0.015625,-0.015625,-0.019531,-0.003906,-0.003906,0.000000,-0.007812,
-0.027344,-0.035156,-0.035156,-0.027344,-0.042969,-0.011719,-0.015625,-0.003906,0.003906,-0.023438,-0.007812,0.000000,0.007812,-0.003906,-0.031250,0.000000,-0.003906,0.000000,-0.007812,-0.019531,0.000000,0.000000,-0.003906,0.000000,-0.011719,
0.003906,0.019531,0.000000,-0.007812,-0.027344,0.015625,0.000000,0.042969,0.027344,-0.007812,-0.003906,0.027344,0.031250,0.000000,-0.035156,-0.003906,0.000000,-0.019531,-0.039062,-0.027344,0.003906,-0.003906,-0.019531,-0.007812,-0.011719,
-0.011719,0.003906,0.003906,0.003906,-0.003906,0.007812,0.031250,0.039062,0.015625,-0.003906,0.000000,0.019531,0.003906,-0.023438,-0.027344,0.007812,0.015625,0.000000,-0.019531,-0.007812,0.000000,0.007812,0.003906,0.000000,-0.007812,
0.000000,0.000000,-0.035156,0.000000,0.011719,-0.023438,-0.039062,-0.039062,0.027344,0.039062,-0.011719,0.000000,0.015625,0.015625,0.011719,0.000000,0.011719,0.003906,-0.003906,-0.015625,0.003906,0.000000,-0.011719,0.003906,-0.007812,
0.007812,0.035156,0.000000,-0.011719,-0.015625,0.003906,-0.003906,-0.019531,0.011719,0.003906,0.003906,0.019531,0.027344,0.007812,-0.031250,0.003906,0.019531,0.003906,-0.007812,-0.035156,0.000000,0.000000,0.000000,0.007812,-0.019531,
0.019531,0.023438,0.011719,-0.003906,-0.007812,0.015625,0.003906,0.011719,0.003906,0.007812,0.007812,0.007812,-0.007812,-0.003906,-0.007812,0.027344,0.011719,-0.003906,-0.015625,-0.015625,-0.003906,0.007812,-0.003906,-0.015625,-0.007812,
0.011719,0.003906,0.007812,0.003906,-0.003906,0.023438,0.015625,0.015625,-0.023438,0.003906,0.000000,-0.015625,-0.042969,-0.050781,0.000000,0.003906,0.000000,-0.015625,-0.027344,-0.007812,-0.007812,0.007812,0.007812,-0.007812,-0.011719,
0.007812,0.003906,-0.015625,0.000000,-0.007812,0.003906,-0.023438,-0.019531,0.035156,0.000000,0.000000,-0.019531,-0.023438,0.015625,-0.003906,0.011719,0.007812,-0.007812,-0.003906,-0.011719,0.000000,0.000000,-0.019531,0.000000,-0.015625,
0.000000,0.000000,-0.023438,-0.003906,-0.003906,-0.003906,-0.031250,-0.007812,0.042969,0.011719,-0.035156,0.000000,0.050781,0.035156,-0.019531,-0.007812,0.011719,0.011719,-0.015625,-0.019531,0.000000,0.000000,0.000000,0.007812,-0.003906,
-0.007812,0.000000,-0.019531,-0.023438,-0.019531,0.003906,0.003906,-0.019531,-0.003906,-0.007812,-0.003906,0.003906,-0.011719,-0.003906,-0.019531,-0.015625,0.003906,0.000000,-0.003906,-0.003906,-0.015625,0.000000,-0.003906,0.000000,0.000000,
0.019531,0.035156,0.011719,0.015625,-0.003906,0.019531,0.023438,0.027344,0.011719,-0.015625,0.031250,0.046875,0.039062,-0.007812,-0.039062,0.000000,-0.011719,-0.019531,-0.003906,-0.003906,-0.011719,-0.007812,-0.003906,0.003906,0.000000,
0.011719,0.042969,0.019531,-0.003906,-0.015625,0.039062,0.039062,-0.003906,-0.042969,-0.019531,0.023438,0.011719,-0.023438,-0.039062,0.000000,0.000000,0.011719,0.000000,-0.007812,-0.003906,0.000000,0.007812,-0.015625,-0.015625,-0.011719,
0.027344,0.058594,0.039062,-0.015625,-0.019531,0.035156,0.046875,0.046875,0.000000,-0.035156,0.019531,0.031250,0.039062,-0.003906,-0.050781,0.007812,0.000000,-0.003906,-0.039062,-0.023438,-0.003906,0.000000,0.003906,-0.015625,-0.003906,

filter 216
0.019531,0.015625,0.000000,-0.007812,0.000000,0.011719,-0.003906,-0.023438,-0.023438,-0.007812,-0.015625,-0.042969,-0.039062,-0.015625,0.003906,-0.019531,-0.039062,-0.003906,0.015625,0.027344,-0.015625,-0.011719,0.011719,0.007812,0.011719,
-0.003906,-0.007812,-0.011719,-0.011719,0.000000,0.000000,-0.023438,-0.023438,-0.015625,-0.003906,-0.027344,-0.050781,-0.015625,0.007812,0.019531,-0.027344,-0.031250,0.031250,0.042969,0.031250,-0.019531,-0.007812,0.039062,0.035156,0.027344,
0.007812,0.007812,-0.007812,-0.023438,-0.019531,0.015625,0.007812,-0.015625,-0.023438,-0.015625,0.019531,0.000000,-0.031250,-0.023438,-0.007812,0.019531,0.003906,-0.011719,-0.007812,0.003906,0.000000,0.007812,0.000000,-0.015625,-0.003906,
0.011719,0.003906,0.003906,0.000000,0.007812,0.011719,0.000000,-0.003906,0.000000,0.003906,0.011719,-0.003906,-0.003906,0.000000,0.003906,0.007812,-0.003906,0.000000,0.000000,0.003906,0.011719,0.000000,0.000000,0.000000,0.000000,
0.000000,0.003906,0.011719,0.007812,-0.003906,0.011719,0.003906,0.000000,0.000000,-0.019531,0.000000,-0.011719,0.011719,0.000000,-0.023438,0.000000,0.003906,0.035156,0.003906,0.003906,0.003906,0.015625,0.007812,0.000000,0.007812,
0.000000,0.000000,-0.015625,-0.015625,-0.019531,0.003906,0.000000,-0.015625,-0.007812,-0.007812,-0.007812,-0.011719,-0.003906,0.007812,0.000000,0.000000,0.003906,0.023438,0.019531,0.011719,0.003906,0.011719,0.015625,0.003906,0.011719,
0.000000,-0.007812,-0.007812,0.000000,0.015625,0.003906,-0.015625,-0.007812,0.019531,0.023438,0.000000,-0.023438,0.000000,0.035156,0.031250,0.015625,-0.003906,0.015625,0.027344,0.023438,-0.011719,-0.011719,-0.003906,-0.007812,-0.011719,
0.003906,0.007812,0.000000,-0.003906,-0.003906,0.007812,-0.003906,-0.015625,-0.015625,-0.011719,0.007812,-0.007812,-0.019531,-0.019531,-0.019531,0.011719,0.000000,-0.003906,-0.007812,-0.003906,0.023438,0.007812,-0.003906,-0.007812,0.000000,
0.000000,-0.031250,-0.042969,-0.019531,-0.007812,0.003906,-0.042969,-0.062500,-0.023438,-0.007812,-0.007812,-0.066406,-0.082031,-0.027344,-0.007812,-0.011719,-0.039062,-0.011719,0.027344,0.035156,-0.003906,0.000000,0.031250,0.039062,0.031250,
-0.007812,0.000000,0.015625,0.031250,0.011719,-0.003906,0.003906,0.046875,0.023438,0.011719,0.003906,0.023438,0.046875,0.035156,0.019531,0.003906,0.023438,0.031250,0.000000,0.000000,0.000000,0.000000,-0.015625,-0.039062,-0.027344,
0.003906,-0.007812,-0.019531,-0.019531,-0.011719,0.000000,-0.039062,-0.042969,-0.015625,0.000000,-0.019531,-0.062500,-0.031250,0.015625,0.035156,-0.015625,-0.039062,0.007812,0.042969,0.031250,-0.015625,-0.011719,0.011719,0.019531,0.000000,
0.011719,0.007812,-0.003906,-0.015625,-0.015625,0.003906,-0.007812,-0.023438,-0.023438,-0.019531,-0.019531,-0.046875,-0.046875,-0.019531,-0.003906,-0.011719,-0.042969,-0.011719,0.031250,0.031250,-0.007812,-0.019531,0.015625,0.039062,0.023438,
0.003906,0.011719,-0.003906,-0.023438,-0.015625,0.003906,0.007812,-0.011719,-0.031250,-0.015625,0.000000,0.003906,-0.027344,-0.023438,-0.011719,0.003906,0.000000,-0.003906,0.007812,0.007812,0.011719,0.011719,0.019531,0.019531,0.007812,
-0.015625,-0.007812,0.000000,0.019531,0.003906,-0.019531,-0.011719,0.019531,0.019531,0.011719,-0.007812,0.000000,0.011719,0.023438,0.011719,-0.015625,-0.007812,0.011719,-0.003906,-0.003906,-0.019531,-0.019531,-0.019531,-0.031250,-0.031250,
0.000000,0.000000,0.007812,0.000000,-0.015625,0.007812,0.000000,0.023438,0.011719,-0.011719,0.000000,-0.007812,0.031250,0.007812,-0.019531,-0.003906,0.011719,0.062500,0.023438,-0.003906,0.007812,0.027344,0.035156,0.003906,0.000000,
0.000000,-0.031250,-0.050781,-0.019531,-0.003906,0.003906,-0.042969,-0.062500,-0.023438,-0.007812,-0.007812,-0.054688,-0.082031,-0.015625,0.003906,0.000000,-0.031250,-0.015625,0.035156,0.039062,-0.003906,-0.011719,0.015625,0.042969,0.023438,
0.003906,0.011719,0.000000,-0.015625,-0.015625,0.011719,0.023438,0.007812,-0.007812,-0.011719,0.019531,0.019531,0.015625,-0.023438,-0.019531,0.027344,0.019531,0.019531,-0.027344,-0.007812,0.019531,0.003906,-0.003906,-0.035156,-0.007812,
0.011719,0.011719,-0.015625,-0.027344,-0.035156,0.023438,0.019531,-0.011719,-0.027344,-0.035156,0.023438,0.019531,-0.015625,-0.039062,-0.031250,0.023438,0.015625,0.000000,-0.015625,0.000000,0.019531,0.023438,0.011719,-0.003906,-0.003906,
0.000000,-0.003906,0.011719,0.023438,0.011719,0.011719,0.000000,0.007812,0.019531,0.027344,0.003906,-0.011719,-0.027344,-0.007812,0.003906,0.000000,-0.007812,-0.015625,-0.007812,0.000000,0.000000,0.000000,0.000000,0.000000,0.007812,
0.007812,0.000000,0.000000,0.000000,-0.003906,0.003906,-0.003906,-0.003906,0.000000,-0.003906,0.003906,0.000000,0.000000,-0.003906,0.000000,0.007812,0.011719,0.000000,-0.007812,-0.003906,0.015625,0.019531,0.000000,-0.011719,-0.007812,
0.007812,0.000000,-0.019531,-0.003906,-0.003906,0.011719,-0.007812,-0.023438,-0.015625,-0.015625,-0.007812,-0.042969,-0.039062,-0.023438,-0.015625,-0.003906,-0.019531,0.000000,0.031250,0.031250,0.000000,0.000000,0.031250,0.042969,0.027344,
0.003906,0.015625,0.019531,0.000000,-0.023438,0.003906,0.003906,0.007812,-0.003906,-0.015625,-0.003906,-0.015625,-0.003906,-0.011719,-0.007812,-0.011719,0.000000,0.015625,0.000000,0.007812,0.007812,0.015625,0.019531,0.000000,0.000000,
0.000000,0.003906,0.007812,0.000000,-0.019531,0.000000,0.000000,0.003906,0.000000,-0.023438,-0.011719,-0.011719,0.007812,0.000000,-0.027344,-0.015625,0.000000,0.027344,0.003906,0.000000,0.000000,0.015625,0.019531,0.000000,0.000000,
0.015625,0.011719,0.000000,-0.011719,-0.011719,0.019531,0.019531,-0.007812,-0.015625,-0.011719,0.015625,0.011719,-0.031250,-0.035156,-0.011719,0.007812,0.003906,-0.003906,0.000000,0.003906,0.003906,0.007812,0.019531,0.007812,0.007812,
0.007812,0.003906,0.000000,-0.007812,0.000000,0.011719,0.000000,-0.003906,-0.015625,-0.011719,-0.019531,-0.035156,-0.027344,-0.007812,0.003906,-0.011719,-0.023438,0.000000,0.027344,0.031250,0.000000,-0.011719,0.011719,0.019531,0.007812,
0.015625,0.023438,0.000000,-0.011719,-0.003906,0.011719,0.000000,-0.023438,-0.027344,-0.015625,-0.015625,-0.042969,-0.058594,-0.039062,-0.019531,-0.007812,-0.042969,-0.023438,0.023438,0.023438,-0.011719,-0.019531,0.000000,0.031250,0.027344,
-0.003906,0.003906,0.011719,0.003906,-0.007812,0.007812,0.011719,0.027344,0.007812,-0.015625,0.015625,0.023438,0.066406,0.031250,-0.015625,0.011719,0.027344,0.050781,0.007812,-0.019531,0.011719,0.007812,0.000000,-0.027344,-0.019531,
0.023438,-0.003906,-0.023438,-0.007812,-0.007812,0.031250,-0.011719,-0.046875,-0.023438,-0.019531,0.019531,-0.031250,-0.070312,-0.039062,-0.011719,0.015625,-0.031250,-0.035156,0.027344,0.031250,0.007812,-0.031250,0.000000,0.039062,0.039062,
-0.019531,-0.003906,0.000000,-0.003906,-0.003906,-0.015625,0.000000,0.000000,0.000000,0.000000,0.000000,0.007812,0.003906,0.000000,-0.011719,0.000000,0.015625,0.000000,-0.011719,-0.011719,0.000000,0.007812,0.000000,-0.007812,-0.011719,
0.000000,-0.003906,-0.019531,-0.027344,-0.015625,0.000000,-0.023438,-0.042969,-0.027344,-0.019531,-0.011719,-0.058594,-0.050781,0.000000,0.007812,0.000000,-0.042969,-0.007812,0.023438,0.031250,-0.007812,-0.019531,0.000000,0.000000,0.003906,
0.015625,0.015625,0.011719,0.011719,0.007812,0.015625,0.003906,0.000000,0.000000,0.003906,0.015625,-0.003906,-0.011719,-0.011719,-0.011719,0.007812,-0.007812,-0.015625,-0.023438,-0.011719,0.003906,0.000000,-0.015625,-0.023438,-0.015625,
0.011719,0.015625,0.000000,-0.015625,-0.023438,0.019531,0.015625,-0.003906,-0.019531,-0.011719,0.007812,0.003906,-0.023438,-0.027344,-0.019531,0.011719,0.003906,-0.003906,0.000000,0.003906,0.003906,0.011719,0.011719,0.003906,0.007812,
-0.007812,-0.015625,-0.007812,-0.003906,0.007812,-0.003906,-0.019531,-0.007812,0.015625,0.015625,-0.011719,-0.019531,0.031250,0.058594,0.039062,-0.007812,-0.015625,0.042969,0.046875,0.023438,-0.019531,-0.015625,0.007812,0.011719,0.000000,
-0.011719,-0.019531,-0.019531,0.000000,0.007812,-0.003906,-0.031250,-0.023438,0.000000,0.000000,-0.007812,-0.050781,0.007812,0.050781,0.015625,-0.007812,-0.007812,0.050781,0.058594,0.023438,-0.003906,-0.003906,0.019531,0.031250,0.011719,
0.003906,0.000000,0.000000,0.000000,0.000000,0.003906,-0.015625,0.000000,0.003906,0.015625,-0.003906,-0.027344,-0.011719,0.007812,0.031250,0.000000,-0.027344,-0.011719,0.000000,0.015625,-0.007812,-0.015625,-0.003906,-0.023438,-0.023438,
0.003906,0.000000,-0.003906,-0.007812,-0.003906,0.000000,-0.007812,-0.019531,-0.023438,-0.011719,-0.003906,-0.011719,-0.023438,-0.031250,-0.027344,0.000000,-0.003906,-0.019531,-0.019531,-0.023438,0.000000,0.003906,-0.003906,-0.007812,-0.015625,
0.011719,0.003906,0.015625,0.011719,0.007812,0.007812,0.011719,0.039062,0.000000,0.000000,0.007812,0.023438,0.042969,0.003906,-0.015625,0.000000,0.027344,0.031250,-0.015625,-0.023438,-0.019531,0.000000,-0.027344,-0.039062,-0.039062,
-0.007812,-0.007812,0.000000,0.007812,0.015625,0.000000,0.000000,0.015625,0.015625,0.007812,0.011719,0.007812,0.015625,0.007812,0.007812,0.019531,0.011719,0.007812,0.003906,0.003906,0.011719,-0.007812,-0.007812,-0.035156,-0.007812,
0.003906,-0.011719,-0.031250,-0.035156,-0.019531,-0.007812,-0.039062,-0.042969,-0.027344,-0.011719,-0.039062,-0.085938,-0.042969,0.011719,0.019531,-0.035156,-0.054688,0.007812,0.058594,0.042969,-0.019531,-0.011719,0.007812,0.019531,0.003906,
0.007812,0.000000,0.000000,0.000000,0.003906,0.000000,-0.003906,0.000000,0.011719,0.011719,-0.015625,-0.027344,0.027344,0.042969,0.015625,-0.023438,-0.007812,0.050781,0.039062,0.011719,-0.023438,-0.011719,0.011719,0.007812,0.011719,
-0.023438,-0.031250,-0.050781,-0.031250,-0.007812,-0.019531,-0.046875,-0.066406,-0.023438,0.000000,-0.015625,-0.066406,-0.078125,-0.027344,0.011719,-0.011719,-0.027344,-0.027344,0.000000,0.031250,-0.023438,-0.007812,-0.003906,0.000000,0.007812,
0.000000,0.011719,0.015625,0.011719,0.019531,0.003906,0.011719,0.019531,0.003906,0.011719,0.003906,0.003906,-0.011719,-0.027344,0.000000,0.015625,0.003906,0.007812,0.000000,0.000000,0.003906,0.007812,0.007812,-0.015625,-0.019531,
0.015625,0.007812,-0.003906,-0.042969,-0.027344,0.023438,0.019531,0.003906,-0.042969,-0.035156,0.015625,0.011719,-0.023438,-0.046875,-0.019531,0.003906,0.000000,-0.007812,-0.011719,-0.003906,0.003906,0.003906,0.003906,-0.019531,-0.011719,
0.011719,0.023438,0.019531,0.011719,0.000000,0.023438,0.027344,0.042969,0.023438,-0.003906,0.003906,0.019531,0.089844,0.058594,-0.003906,0.007812,0.035156,0.093750,0.035156,0.000000,0.007812,0.027344,0.031250,0.000000,0.000000,
-0.007812,-0.007812,-0.011719,0.000000,0.007812,-0.003906,-0.011719,-0.019531,0.000000,0.015625,-0.023438,-0.023438,-0.023438,0.007812,0.019531,-0.007812,-0.007812,0.000000,0.011719,0.023438,-0.011719,-0.007812,0.000000,0.000000,0.000000,
0.003906,0.000000,0.000000,0.007812,0.011719,0.000000,-0.015625,0.000000,0.015625,0.011719,0.003906,-0.011719,0.015625,0.039062,0.035156,-0.007812,-0.023438,0.000000,0.003906,0.003906,-0.019531,-0.015625,-0.007812,-0.019531,-0.035156,
-0.015625,0.003906,0.015625,0.007812,0.011719,-0.003906,0.007812,0.023438,0.007812,0.007812,0.015625,0.015625,0.003906,-0.015625,-0.015625,0.027344,0.003906,-0.015625,-0.031250,-0.011719,0.003906,0.000000,-0.011719,-0.023438,0.000000,
-0.007812,-0.003906,0.000000,0.003906,0.003906,-0.003906,0.000000,0.015625,0.000000,0.007812,0.007812,0.023438,0.023438,-0.015625,0.000000,0.011719,0.035156,0.027344,-0.027344,0.000000,0.000000,0.023438,0.000000,-0.019531,-0.011719,

filter 217
-0.003906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.003906,0.015625,0.003906,0.011719,0.007812,-0.007812,0.000000,0.000000,0.007812,0.011719,-0.003906,0.003906,0.000000,0.000000,0.000000,-0.007812,0.000000,0.000000,
-0.007812,0.000000,-0.003906,0.000000,-0.011719,-0.011719,0.003906,-0.003906,0.000000,-0.003906,0.003906,0.011719,-0.011719,-0.007812,-0.007812,-0.003906,0.000000,-0.003906,-0.007812,0.000000,0.003906,0.007812,-0.007812,-0.003906,-0.003906,
-0.003906,0.000000,0.000000,-0.003906,-0.003906,-0.007812,0.007812,0.000000,-0.019531,-0.007812,0.023438,0.019531,-0.015625,-0.023438,0.000000,0.007812,0.003906,-0.011719,-0.015625,-0.007812,-0.007812,-0.011719,-0.003906,-0.003906,0.000000,
0.019531,0.007812,0.000000,0.000000,-0.003906,0.027344,0.011719,-0.011719,-0.015625,-0.007812,0.031250,0.019531,-0.023438,-0.019531,-0.007812,0.011719,0.011719,-0.011719,-0.011719,-0.003906,0.003906,0.000000,-0.007812,0.000000,0.003906,
-0.003906,0.015625,0.003906,-0.007812,0.000000,0.000000,0.019531,0.000000,-0.003906,-0.007812,0.023438,0.007812,-0.003906,-0.007812,-0.007812,-0.003906,0.000000,0.000000,0.000000,0.003906,-0.011719,0.000000,0.003906,0.011719,0.000000,
-0.046875,-0.019531,0.003906,0.007812,0.031250,-0.046875,-0.027344,-0.003906,0.007812,0.035156,-0.062500,-0.039062,0.003906,0.027344,0.066406,-0.066406,-0.039062,-0.007812,0.000000,0.031250,-0.058594,-0.027344,0.000000,0.000000,0.027344,
0.011719,0.019531,0.000000,-0.015625,-0.015625,0.046875,0.046875,-0.011719,-0.027344,-0.019531,0.046875,0.027344,-0.039062,-0.042969,-0.023438,0.031250,0.031250,-0.027344,-0.027344,-0.019531,0.031250,0.031250,-0.007812,0.000000,-0.023438,
0.007812,0.007812,0.000000,0.003906,0.000000,0.007812,0.007812,0.000000,0.000000,-0.003906,0.023438,0.023438,0.000000,0.000000,0.000000,0.000000,0.003906,-0.003906,-0.003906,0.003906,-0.007812,-0.007812,-0.003906,0.000000,0.000000,
-0.003906,0.007812,-0.003906,0.000000,-0.007812,-0.007812,0.019531,-0.003906,-0.003906,-0.007812,0.031250,0.023438,0.000000,-0.003906,0.000000,-0.007812,0.003906,-0.011719,0.000000,-0.003906,-0.011719,-0.011719,-0.015625,0.000000,-0.007812,
-0.035156,-0.015625,-0.015625,0.000000,0.007812,-0.042969,-0.027344,-0.019531,0.003906,0.019531,0.015625,0.042969,0.011719,-0.003906,0.000000,0.070312,0.070312,0.000000,-0.023438,-0.035156,0.031250,0.035156,0.000000,0.000000,-0.019531,
-0.007812,0.007812,0.000000,0.000000,0.000000,-0.011719,0.000000,-0.007812,0.011719,0.007812,0.007812,0.031250,-0.003906,0.000000,0.000000,0.003906,0.011719,0.003906,0.003906,0.007812,0.000000,0.007812,0.000000,0.015625,0.015625,
0.000000,0.007812,0.000000,0.000000,0.000000,0.000000,0.011719,0.007812,0.000000,0.000000,-0.003906,0.019531,0.007812,0.011719,0.011719,-0.027344,0.000000,0.011719,0.011719,0.015625,-0.003906,-0.007812,0.003906,0.011719,0.019531,
0.007812,-0.007812,0.003906,0.000000,0.000000,-0.011719,0.000000,0.000000,0.000000,0.003906,-0.007812,0.000000,0.007812,0.007812,0.011719,-0.015625,-0.011719,0.003906,0.015625,0.015625,-0.007812,-0.019531,0.011719,0.003906,0.007812,
-0.011719,0.015625,0.007812,0.000000,0.000000,-0.035156,-0.031250,-0.011719,0.007812,0.011719,-0.007812,0.000000,-0.023438,0.000000,0.007812,0.000000,0.007812,-0.031250,-0.011719,-0.007812,-0.027344,-0.023438,-0.023438,0.007812,0.007812,
0.000000,0.000000,0.000000,-0.003906,0.000000,-0.019531,0.007812,0.007812,0.007812,-0.003906,0.000000,0.031250,0.007812,0.011719,0.000000,-0.007812,0.015625,0.011719,0.011719,0.003906,-0.015625,0.007812,0.003906,0.003906,0.000000,
-0.003906,0.000000,0.000000,-0.007812,-0.015625,0.003906,0.015625,-0.007812,-0.011719,-0.007812,0.011719,0.046875,0.000000,-0.015625,-0.011719,0.000000,0.023438,-0.003906,-0.011719,-0.007812,0.007812,0.000000,-0.007812,-0.007812,-0.007812,
0.000000,0.003906,-0.007812,0.000000,0.000000,-0.007812,0.007812,-0.003906,-0.003906,0.000000,0.000000,0.042969,0.035156,-0.007812,-0.007812,0.000000,0.035156,0.019531,-0.011719,-0.007812,0.000000,0.011719,0.003906,-0.007812,-0.007812,
0.000000,0.011719,0.000000,0.000000,0.003906,-0.003906,0.003906,0.000000,0.000000,0.000000,0.007812,0.015625,-0.003906,0.000000,-0.007812,0.011719,0.011719,-0.011719,-0.011719,-0.007812,0.000000,-0.003906,-0.007812,0.000000,-0.007812,
0.000000,0.007812,-0.019531,-0.003906,-0.011719,0.027344,0.046875,-0.011719,-0.023438,-0.031250,0.066406,0.078125,0.027344,-0.015625,-0.023438,-0.003906,-0.007812,-0.007812,0.000000,0.003906,-0.011719,-0.011719,-0.015625,0.003906,0.000000,
0.000000,0.003906,0.000000,-0.003906,-0.003906,0.000000,-0.007812,-0.011719,0.000000,-0.003906,0.011719,0.000000,-0.019531,-0.019531,-0.019531,0.015625,0.007812,-0.007812,-0.015625,-0.015625,0.019531,0.015625,0.003906,-0.003906,-0.011719,
-0.003906,0.007812,0.007812,0.019531,0.007812,-0.015625,0.000000,0.000000,0.011719,0.000000,-0.015625,0.015625,0.011719,0.023438,-0.003906,-0.011719,0.015625,0.015625,0.011719,-0.003906,-0.007812,-0.003906,-0.007812,0.003906,-0.003906,
0.000000,0.011719,0.000000,0.000000,-0.003906,-0.007812,0.003906,-0.003906,0.000000,0.000000,0.000000,0.000000,-0.015625,-0.015625,-0.007812,-0.003906,0.000000,0.000000,0.000000,-0.003906,-0.007812,0.011719,0.003906,0.000000,0.000000,
-0.007812,0.003906,0.000000,-0.003906,0.000000,0.000000,0.015625,0.000000,-0.003906,-0.003906,0.007812,0.003906,-0.015625,-0.011719,-0.011719,0.000000,0.003906,-0.003906,-0.011719,-0.007812,-0.003906,0.019531,-0.003906,-0.003906,-0.003906,
-0.003906,0.003906,0.007812,-0.003906,-0.003906,-0.011719,0.000000,0.003906,0.000000,0.000000,-0.007812,0.003906,-0.007812,-0.003906,0.000000,-0.015625,-0.003906,0.011719,0.000000,0.007812,-0.011719,-0.003906,0.015625,0.015625,0.011719,
